DATE,USALOLITOAASTSAM
2008-05-01,100.674223246678
2008-06-01,100.281967412476
2008-07-01,99.7415170627444
2008-08-01,99.0385940296072
2008-09-01,98.1876922972096
2008-10-01,97.2520727806389
2008-11-01,96.3567649395044
2008-12-01,95.6041376302007
2009-01-01,95.0586389533408
2009-02-01,94.7578591950674
2009-03-01,94.7194709870454
2009-04-01,94.9323291382318
2009-05-01,95.3285913559848
2009-06-01,95.8354249820929
2009-07-01,96.389221220329
2009-08-01,96.9487063512916
2009-09-01,97.4826163697935
2009-10-01,97.9724308954151
2009-11-01,98.4205853095475
2009-12-01,98.8322583400583
2010-01-01,99.1874763863579
2010-02-01,99.4508414218272
2010-03-01,99.6262030304524
2010-04-01,99.6966150508944
2010-05-01,99.6723777550246
2010-06-01,99.5931649402348
2010-07-01,99.5240540355769
2010-08-01,99.5158457432877
2010-09-01,99.5803387211664
2010-10-01,99.70437625644
2010-11-01,99.8775927044707
2010-12-01,100.059042967041
2011-01-01,100.207586524398
2011-02-01,100.290096024801
2011-03-01,100.276562535928
2011-04-01,100.175587554486
2011-05-01,99.9904817042885
2011-06-01,99.7362344290133
2011-07-01,99.4595446565812
2011-08-01,99.2241958674685
2011-09-01,99.1015239378803
2011-10-01,99.123629278041
2011-11-01,99.2711186376501
2011-12-01,99.4919027198273
2012-01-01,99.7131213218342
2012-02-01,99.8702276616911
2012-03-01,99.9365046931096
2012-04-01,99.9160924799002
2012-05-01,99.8360890595285
2012-06-01,99.7361327212735
2012-07-01,99.6645822655149
2012-08-01,99.6419120389408
2012-09-01,99.6692464854353
2012-10-01,99.7322320423989
2012-11-01,99.8194381601916
2012-12-01,99.9366971609666
2013-01-01,100.078881150943
2013-02-01,100.225413985031
2013-03-01,100.342689536753
2013-04-01,100.435872403376
2013-05-01,100.521314756943
2013-06-01,100.588159386663
2013-07-01,100.637899846142
2013-08-01,100.674431965451
2013-09-01,100.695538187765
2013-10-01,100.708033407295
2013-11-01,100.71961726917
2013-12-01,100.71862740588
2014-01-01,100.710597391981
2014-02-01,100.729618456736
2014-03-01,100.775980058736
2014-04-01,100.831383751036
2014-05-01,100.880850189291
2014-06-01,100.917841028165
2014-07-01,100.937584354025
2014-08-01,100.94315817065
2014-09-01,100.935230362627
2014-10-01,100.909681183092
2014-11-01,100.866367831254
2014-12-01,100.799413476494
2015-01-01,100.709589485219
2015-02-01,100.603387968713
2015-03-01,100.491280588374
2015-04-01,100.37865737641
2015-05-01,100.259763997722
2015-06-01,100.130466248351
2015-07-01,99.9691011016862
2015-08-01,99.7880149942304
2015-09-01,99.6136386026061
2015-10-01,99.4702747550236
2015-11-01,99.3500230244954
2015-12-01,99.2454368219489
2016-01-01,99.1602094042293
2016-02-01,99.1016421022899
2016-03-01,99.0797489058541
2016-04-01,99.0765117750591
2016-05-01,99.0721973812934
2016-06-01,99.0602243245352
2016-07-01,99.0593856792443
2016-08-01,99.0846683171264
2016-09-01,99.1538695000533
2016-10-01,99.2702453884194
2016-11-01,99.4311122334986
2016-12-01,99.6022304337218
2017-01-01,99.7417884048856
2017-02-01,99.8318106028255
2017-03-01,99.8702346364038
2017-04-01,99.8739767177484
2017-05-01,99.8701179660575
2017-06-01,99.8794912528851
2017-07-01,99.9186206661355
2017-08-01,100.004340782571
2017-09-01,100.122046948225
2017-10-01,100.256930164456
2017-11-01,100.39040827045
2017-12-01,100.519578657
2018-01-01,100.64511506338
2018-02-01,100.758955789344
2018-03-01,100.833337130008
2018-04-01,100.860842633974
2018-05-01,100.848579592659
2018-06-01,100.804325990272
2018-07-01,100.730860900595
2018-08-01,100.631360228057
2018-09-01,100.490689792914
2018-10-01,100.303024652527
2018-11-01,100.084794144392
2018-12-01,99.8592775966709
2019-01-01,99.6494443838956
2019-02-01,99.4736622755422
2019-03-01,99.3331410706921
2019-04-01,99.2046388735525
2019-05-01,99.0867701185164
2019-06-01,98.9791655465729
2019-07-01,98.8891898135994
2019-08-01,98.8288544076472
2019-09-01,98.8276768393164
2019-10-01,98.8824373286463
2019-11-01,98.9668129046239
2019-12-01,99.0471841279011
2020-01-01,99.0845107394096
2020-02-01,99.0487714109194
2020-03-01,97.6920314002374
2020-04-01,92.5874508153315
2020-05-01,94.2588647506014
2020-06-01,96.1118679395836
2020-07-01,97.7090478932991
2020-08-01,98.4258699609951
2020-09-01,98.7191739816622
2020-10-01,99.0793936558187
2020-11-01,99.4745521206273
2020-12-01,99.891283141866
2021-01-01,100.264839590415
2021-02-01,100.640553362294
2021-03-01,100.969228504108
2021-04-01,101.242023595241
2021-05-01,101.318559067855
2021-06-01,101.323825510285
2021-07-01,101.274162409431
2021-08-01,101.202656843258
2021-09-01,101.142192378863
2021-10-01,101.09662544794
2021-11-01,101.056917465401
2021-12-01,101.0031753908
2022-01-01,100.915708549282
2022-02-01,100.786813861918
2022-03-01,100.601481160302
2022-04-01,100.359132429747
2022-05-01,100.067979738705
2022-06-01,99.7694527985674
2022-07-01,99.5121023222206
2022-08-01,99.3109043859926
2022-09-01,99.1503992342896
2022-10-01,99.020616242625
2022-11-01,98.922497165169
2022-12-01,98.8659019748645
2023-01-01,98.8421432084058
2023-02-01,98.8296485041986
2023-03-01,98.8294919783115
2023-04-01,98.8584593491211
2023-05-01,98.9225344679262
2023-06-01,99.0210612712592
2023-07-01,99.1382490853376
